start,end,defense_system,genome,seqid,source,system,class,original,defense_system2
147724,151281,Mokosh_TypeII,GCA_000015365.1,CP000515.1,defensefinder,Mokosh,Unknown,Mokosh_TypeII,Mokosh II
5983754,5986018,RM_Type_IV,GCA_900102035.1,LT629689.1,defensefinder,RM,RM,RM_Type_IV,RM IV
2833841,2838394,Lamassu-Fam,GCA_900102035.1,LT629689.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
5635443,5638587,Gabija,GCA_900102035.1,LT629689.1,defensefinder,Gabija,Unknown,Gabija,Gabija
5659561,5666036,Mokosh_TypeI,GCA_900102035.1,LT629689.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
4456660,4458958,Dazbog,GCA_022026035.1,CP078139.1,defensefinder,Dazbog,Unknown,Dazbog,Dazbog
4461592,4463145,RM_Type_IV,GCA_022026035.1,CP078139.1,defensefinder,RM,RM,RM_Type_IV,RM IV
1065810,1067644,RosmerTA,GCA_022026035.1,CP078139.1,defensefinder,RosmerTA,TA,RosmerTA,RosmerTA
759311,761716,RM_Type_IIG,GCA_000013785.1,CP000304.1,defensefinder,RM,RM,RM_Type_IIG,RM IIG
734223,736624,Septu,GCA_000013785.1,CP000304.1,defensefinder,Septu,Unknown,Septu,Septu
734223,736624,Shango,GCA_001874665.1,CP000304.1,defensefinder,Shango,Unknown,Shango,Shango
4109034,4110779,Shedu,GCA_002006545.1,CP013184.1,defensefinder,Shedu,Unknown,Shedu,Shedu
709857,710594,RM_Type_IV,GCA_003363755.1,CP031396.1,defensefinder,RM,RM,RM_Type_IV,RM IV
709857,710594,Septu,GCA_016903635.1,CP031396.1,defensefinder,Septu,Unknown,Septu,Septu
2893335,2896531,Olokun,GCA_017347385.1,AP024503.1,defensefinder,Olokun,Unknown,Olokun,Olokun
6851453,6853336,RosmerTA,GCA_017923275.1,CP054872.1,defensefinder,RosmerTA,TA,RosmerTA,RosmerTA
5669369,5672823,Olokun,GCA_017923375.1,CP054873.1,defensefinder,Olokun,Unknown,Olokun,Olokun
1152382,1154935,Septu,GCA_017923375.1,CP054873.1,defensefinder,Septu,Unknown,Septu,Septu
2702358,2705812,Olokun,GCA_017927795.1,CP054874.1,defensefinder,Olokun,Unknown,Olokun,Olokun
5054292,5056845,Septu,GCA_017927795.1,CP054874.1,defensefinder,Septu,Unknown,Septu,Septu
936871,939528,RM_Type_IV,GCA_019466035.1,CP080512.1,defensefinder,RM,RM,RM_Type_IV,RM IV
2405217,2408956,RM_Type_II,GCA_019754235.1,CP081490.1,defensefinder,RM,RM,RM_Type_II,RM II
3759607,3764085,Lamassu-Fam,GCA_019754235.1,CP081490.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
5540290,5541138,RM_Type_IV,GCA_000017205.1,CP000744.1,defensefinder,RM,RM,RM_Type_IV,RM IV
3561801,3565129,RM_Type_IV,GCA_000026105.1,CT573326.1,defensefinder,RM,RM,RM_Type_IV,RM IV
992380,994107,dCTPdeaminase,GCA_000026105.1,CT573326.1,defensefinder,dCTPdeaminase,Nucleotide_depletion,dCTPdeaminase,dCTPdeaminase
2560699,2561652,RM_Type_IV,GCA_900104125.1,LT629709.1,defensefinder,RM,RM,RM_Type_IV,RM IV
4206511,4207224,RM_Type_IV,GCA_900104125.1,LT629709.1,defensefinder,RM,RM,RM_Type_IV,RM IV
2978857,2980419,dCTPdeaminase,GCA_900104125.1,LT629709.1,defensefinder,dCTPdeaminase,Nucleotide_depletion,dCTPdeaminase,dCTPdeaminase
3492105,3498453,Lamassu-Fam,GCA_900104125.1,LT629709.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
3525478,3531640,Azaca,GCA_900104125.1,LT629709.1,defensefinder,Azaca,Unknown,Azaca,Azaca
3917101,3920358,Mokosh_TypeI,GCA_017798185.1,CP059071.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
795931,803905,RM_Type_II,GCA_000297195.3,CP065593.1,defensefinder,RM,RM,RM_Type_II,RM II
1758159,1761059,RM_Type_II,GCA_000297195.3,CP065593.1,defensefinder,RM,RM,RM_Type_II,RM II
771368,772402,Lit,GCA_000297195.3,CP065593.1,defensefinder,Lit,Abi,Lit,Lit
1745320,1747931,RM_Type_II,GCA_014883875.1,CP062699.1,defensefinder,RM,RM,RM_Type_II,RM II
3670487,3673908,Lamassu-Fam,GCA_014883875.1,CP062699.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
199514,200386,RM_Type_IV,GCA_900105255.1,LT629763.1,defensefinder,RM,RM,RM_Type_IV,RM IV
1046031,1050982,Dynamins,GCA_014268975.2,CP077096.1,defensefinder,Dynamins,Unknown,Dynamins,Dynamins
2957213,2959486,RM_Type_IV,GCA_014268975.2,CP077096.1,defensefinder,RM,RM,RM_Type_IV,RM IV
4180474,4182231,dCTPdeaminase,GCA_014269025.2,CP077094.1,defensefinder,dCTPdeaminase,Nucleotide_depletion,dCTPdeaminase,dCTPdeaminase
922896,932127,RM_Type_II,GCA_900104945.1,LT629736.1,defensefinder,RM,RM,RM_Type_II,RM II
4409686,4414101,Tiamat,GCA_900105735.1,LT629793.1,defensefinder,Tiamat,Unknown,Tiamat,Tiamat
1228864,1238596,Lamassu-Fam,GCA_900105735.1,LT629793.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
2577876,2579033,SoFic,GCA_009497895.1,CP033116.1,defensefinder,SoFic,Unknown,SoFic,SoFic
3284039,3291702,Lamassu-Fam,GCA_009497895.1,CP033116.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
3268635,3276263,Mokosh_TypeI,GCA_009497895.1,CP033116.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
11004,9883,SoFic,GCA_017167985.1,CP070505.1,defensefinder,SoFic,Unknown,SoFic,SoFic
2517164,2521975,Tiamat,GCA_000026645.1,FM209186.1,defensefinder,Tiamat,Unknown,Tiamat,Tiamat
2506736,2508898,RM_Type_IV,GCA_000026645.1,FM209186.1,defensefinder,RM,RM,RM_Type_IV,RM IV
3748112,3751597,Lamassu-Fam,GCA_000026645.1,FM209186.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
1592508,1593911,RM_Type_IV,GCA_000156995.2,CP046035.1,defensefinder,RM,RM,RM_Type_IV,RM IV
2722839,2723494,AbiH,GCA_000156995.2,CP046035.1,defensefinder,AbiH,Abi,AbiH,AbiH
2747646,2753375,Lamassu-Fam,GCA_000156995.2,CP046035.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
5525312,5528929,Dsr_I,GCA_000156995.2,CP046035.1,defensefinder,dsr,Abi,Dsr_I,dsr I
4383606,4386421,RM_Type_IV,GCA_000145945.2,CP042804.1,defensefinder,RM,RM,RM_Type_IV,RM IV
4755122,4756420,RM_Type_IV,GCA_000145945.2,CP042804.1,defensefinder,RM,RM,RM_Type_IV,RM IV
3147538,3151238,Lamassu-Fam,GCA_000145945.2,CP042804.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
3151324,3151653,AbiH,GCA_000145945.2,CP042804.1,defensefinder,AbiH,Abi,AbiH,AbiH
4381624,4383420,dCTPdeaminase,GCA_000145945.2,CP042804.1,defensefinder,dCTPdeaminase,Nucleotide_depletion,dCTPdeaminase,dCTPdeaminase
4483480,4494318,Lamassu-Fam,GCA_000145945.2,CP042804.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
4787708,4790801,Gabija,GCA_000145945.2,CP042804.1,defensefinder,Gabija,Unknown,Gabija,Gabija
4500384,4502770,Septu,GCA_000145945.2,CP042804.1,defensefinder,Septu,Unknown,Septu,Septu
4540947,4543300,Septu,GCA_000145945.2,CP042804.1,defensefinder,Septu,Unknown,Septu,Septu
2513335,2514895,ShosTA,GCA_021560055.1,CP091067.1,defensefinder,ShosTA,TA,ShosTA,ShosTA
1468779,1470203,SEFIR,GCA_000698865.1,CP008696.1,defensefinder,SEFIR,Unknown,SEFIR,SEFIR
3329026,3334635,RosmerTA,GCA_000698865.1,CP008696.1,defensefinder,RosmerTA,TA,RosmerTA,RosmerTA
2278990,2282977,Olokun,GCA_000963835.1,CP011110.1,defensefinder,Olokun,Unknown,Olokun,Olokun
6041789,6042955,RM_Type_IV,GCA_001023535.1,CP011020.1,defensefinder,RM,RM,RM_Type_IV,RM IV
6043222,6044953,RosmerTA,GCA_001023535.1,CP011020.1,defensefinder,RosmerTA,TA,RosmerTA,RosmerTA
2645978,2652195,RM_Type_II,GCA_002844145.1,CP025309.1,defensefinder,RM,RM,RM_Type_II,RM II
2649134,2650408,RM_Type_IV,GCA_002844145.1,CP025309.1,defensefinder,RM,RM,RM_Type_IV,RM IV
2647104,2649137,RM_Type_IV,GCA_002844145.1,CP025309.1,defensefinder,RM,RM,RM_Type_IV,RM IV
2464720,2466519,dCTPdeaminase,GCA_002844145.1,CP025309.1,defensefinder,dCTPdeaminase,Nucleotide_depletion,dCTPdeaminase,dCTPdeaminase
3648205,3651913,Lamassu-Fam,GCA_002844145.1,CP025309.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
3640804,3645100,Dynamins,GCA_003850605.1,CP027713.1,defensefinder,Dynamins,Unknown,Dynamins,Dynamins
5407046,5409464,Septu,GCA_003850605.1,CP027713.1,defensefinder,Septu,Unknown,Septu,Septu
906469,911081,RM_Type_II,GCA_003851145.1,CP027714.1,defensefinder,RM,RM,RM_Type_II,RM II
3421738,3427186,Mokosh_TypeI,GCA_003851785.1,CP027716.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
6728249,6729811,dCTPdeaminase,GCA_003851985.1,CP027753.1,defensefinder,dCTPdeaminase,Nucleotide_depletion,dCTPdeaminase,dCTPdeaminase
4709563,4711384,RosmerTA,GCA_009834495.1,CP019399.1,defensefinder,RosmerTA,TA,RosmerTA,RosmerTA
2646698,2653221,RM_Type_II,GCA_014524625.1,CP061079.1,defensefinder,RM,RM,RM_Type_II,RM II
2649854,2651128,RM_Type_IV,GCA_014524625.1,CP061079.1,defensefinder,RM,RM,RM_Type_IV,RM IV
2647824,2649857,RM_Type_IV,GCA_014524625.1,CP061079.1,defensefinder,RM,RM,RM_Type_IV,RM IV
3648808,3652516,Lamassu-Fam,GCA_014524625.1,CP061079.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
2465384,2467183,dCTPdeaminase,GCA_014524625.1,CP061079.1,defensefinder,dCTPdeaminase,Nucleotide_depletion,dCTPdeaminase,dCTPdeaminase
2653448,2657037,RM_Type_II,GCA_017922675.1,CP054865.1,defensefinder,RM,RM,RM_Type_II,RM II
884540,886782,PARIS_I,GCA_017922675.1,CP054865.1,defensefinder,PARIS,Abi,PARIS_I,PARIS I
1923217,1925630,Septu,GCA_017922815.1,CP054866.1,defensefinder,Septu,Unknown,Septu,Septu
6523565,6529944,RM_Type_II,GCA_017922975.1,CP054868.1,defensefinder,RM,RM,RM_Type_II,RM II
4630021,4631619,dCTPdeaminase,GCA_017922975.1,CP054868.1,defensefinder,dCTPdeaminase,Nucleotide_depletion,dCTPdeaminase,dCTPdeaminase
4630454,4631629,RM_Type_IV,GCA_020424105.1,CP083442.1,defensefinder,RM,RM,RM_Type_IV,RM IV
2196785,2197609,RM_Type_IV,GCA_900104715.1,LT629738.1,defensefinder,RM,RM,RM_Type_IV,RM IV
1475827,1477648,RosmerTA,GCA_900104715.1,LT629738.1,defensefinder,RosmerTA,TA,RosmerTA,RosmerTA
4159199,4160116,RM_Type_IV,GCA_900104995.1,LT629761.1,defensefinder,RM,RM,RM_Type_IV,RM IV
6868538,6868957,RM_Type_IV,GCA_900636995.1,LR134334.1,defensefinder,RM,RM,RM_Type_IV,RM IV
6868538,6868957,Shedu,GCA_003851385.1,LR134334.1,defensefinder,Shedu,Unknown,Shedu,Shedu
3960208,3962510,PARIS_I,GCA_003851405.1,CP027747.1,defensefinder,PARIS,Abi,PARIS_I,PARIS I
5510706,5514001,Menshen,GCA_003851405.1,CP027747.1,defensefinder,Menshen,Unknown,Menshen,Menshen
2299435,2302853,Lamassu-Fam,GCA_003851425.1,CP027748.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
2367852,2373182,Tiamat,GCA_003851865.1,CP027721.1,defensefinder,Tiamat,Unknown,Tiamat,Tiamat
2373425,2377097,Lamassu-Fam,GCA_003851865.1,CP027721.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
5644131,5646546,Septu,GCA_003851865.1,CP027721.1,defensefinder,Septu,Unknown,Septu,Septu
4628529,4630350,RosmerTA,GCA_003851865.1,CP027721.1,defensefinder,RosmerTA,TA,RosmerTA,RosmerTA
4736692,4738513,RosmerTA,GCA_003851905.1,CP027720.1,defensefinder,RosmerTA,TA,RosmerTA,RosmerTA
4666317,4668137,RosmerTA,GCA_003851925.1,CP027749.1,defensefinder,RosmerTA,TA,RosmerTA,RosmerTA
4666317,4668137,RosmerTA,GCA_003851955.1,CP027749.1,defensefinder,RosmerTA,TA,RosmerTA,RosmerTA
1572523,1573281,Retron_I_C,GCA_000146005.2,CP031225.1,defensefinder,Retron,Retron,Retron_I_C,Retron I-C
1891645,1893370,RosmerTA,GCA_000146005.2,CP031225.1,defensefinder,RosmerTA,TA,RosmerTA,RosmerTA
2868592,2872002,RosmerTA,GCA_000146005.2,CP031225.1,defensefinder,RosmerTA,TA,RosmerTA,RosmerTA
788360,795642,Mokosh_TypeI,GCA_000146005.2,CP031226.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
4248129,4250935,RM_Type_IV,GCA_000145825.2,CP073636.1,defensefinder,RM,RM,RM_Type_IV,RM IV
657709,658884,RM_Type_IV,GCA_000145825.2,CP073636.1,defensefinder,RM,RM,RM_Type_IV,RM IV
4933726,4937225,Lamassu-Fam,GCA_000145825.2,CP073636.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
2650759,2656365,Lamassu-Fam,GCA_000145845.2,CP047260.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
2677098,2683567,Mokosh_TypeI,GCA_000145845.2,CP047260.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
1523293,1525047,RM_Type_IV,GCA_000327065.1,CP003071.1,defensefinder,RM,RM,RM_Type_IV,RM IV
4293484,4295079,dCTPdeaminase,GCA_000327065.1,CP003071.1,defensefinder,dCTPdeaminase,Nucleotide_depletion,dCTPdeaminase,dCTPdeaminase
4959320,4960441,SoFic,GCA_900104915.1,LT629753.1,defensefinder,SoFic,Unknown,SoFic,SoFic
5877700,5880297,RM_Type_IV,GCA_900104915.1,LT629753.1,defensefinder,RM,RM,RM_Type_IV,RM IV
2085399,2086181,Lit,GCA_900104915.1,LT629753.1,defensefinder,Lit,Abi,Lit,Lit
2100527,2106489,Lamassu-Fam,GCA_900104915.1,LT629753.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
3358788,3362110,Lamassu-Fam,GCA_900104915.1,LT629753.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
5944773,5946645,RosmerTA,GCA_900104915.1,LT629753.1,defensefinder,RosmerTA,TA,RosmerTA,RosmerTA
2635119,2637565,Septu,GCA_003850565.1,CP027706.1,defensefinder,Septu,Unknown,Septu,Septu
2830938,2834432,Mokosh_TypeII,GCA_003850565.1,CP027706.1,defensefinder,Mokosh,Unknown,Mokosh_TypeII,Mokosh II
2839335,2841787,Septu,GCA_019139855.1,CP077074.1,defensefinder,Septu,Unknown,Septu,Septu
3035155,3038649,Mokosh_TypeII,GCA_019139855.1,CP077074.1,defensefinder,Mokosh,Unknown,Mokosh_TypeII,Mokosh II
947174,948085,SEFIR,GCA_003850545.1,CP027705.1,defensefinder,SEFIR,Unknown,SEFIR,SEFIR
2070649,2071536,SEFIR,GCA_003850545.1,CP027705.1,defensefinder,SEFIR,Unknown,SEFIR,SEFIR
2685778,2688117,Borvo,GCA_003850545.1,CP027705.1,defensefinder,Borvo,Unknown,Borvo,Borvo
2688400,2692060,Lamassu-Fam,GCA_003850545.1,CP027705.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
2683208,2685594,Septu,GCA_003850545.1,CP027705.1,defensefinder,Septu,Unknown,Septu,Septu
3466280,3468842,Septu,GCA_003850545.1,CP027705.1,defensefinder,Septu,Unknown,Septu,Septu
3030739,3034242,Mokosh_TypeII,GCA_003852295.1,CP027761.1,defensefinder,Mokosh,Unknown,Mokosh_TypeII,Mokosh II
419162,422925,Lamassu-Fam,GCA_003852355.1,CP027759.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
3158773,3162276,Mokosh_TypeII,GCA_003852355.1,CP027759.1,defensefinder,Mokosh,Unknown,Mokosh_TypeII,Mokosh II
2058964,2061739,Rst_3HP,GCA_003852375.1,CP027760.1,defensefinder,Rst_3HP,Unknown,Rst_3HP,3HP
2897377,2910511,Lamassu-Fam,GCA_003852375.1,CP027760.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
3313077,3316580,Mokosh_TypeII,GCA_003852375.1,CP027760.1,defensefinder,Mokosh,Unknown,Mokosh_TypeII,Mokosh II
360349,368614,RM_Type_II,GCA_003852235.1,CP027732.1,defensefinder,RM,RM,RM_Type_II,RM II
2119635,2122410,Rst_3HP,GCA_003852235.1,CP027732.1,defensefinder,Rst_3HP,Unknown,Rst_3HP,3HP
3212553,3216056,Mokosh_TypeII,GCA_003852235.1,CP027732.1,defensefinder,Mokosh,Unknown,Mokosh_TypeII,Mokosh II
4910735,4913104,Septu,GCA_003851685.1,CP027727.1,defensefinder,Septu,Unknown,Septu,Septu
1865530,1870891,Lamassu-Fam,GCA_900235835.1,LT963402.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
3927111,3929509,Septu,GCA_900235835.1,LT963402.1,defensefinder,Septu,Unknown,Septu,Septu
534868,535992,SoFic,GCA_005938665.2,CP041753.1,defensefinder,SoFic,Unknown,SoFic,SoFic
1040981,1044230,RM_Type_IV,GCA_005938665.2,CP041753.1,defensefinder,RM,RM,RM_Type_IV,RM IV
4938002,4940862,RM_Type_IV,GCA_000164015.3,CP008742.1,defensefinder,RM,RM,RM_Type_IV,RM IV
5143001,5144835,RosmerTA,GCA_000164015.3,CP008742.1,defensefinder,RosmerTA,TA,RosmerTA,RosmerTA
1098625,1101765,Borvo,GCA_004135995.1,CP024767.1,defensefinder,Borvo,Unknown,Borvo,Borvo
1910705,1912708,RM_Type_IV,GCA_004135995.1,CP024767.1,defensefinder,RM,RM,RM_Type_IV,RM IV
1108051,1109882,RosmerTA,GCA_004135995.1,CP024767.1,defensefinder,RosmerTA,TA,RosmerTA,RosmerTA
2002684,2008283,Mokosh_TypeI,GCA_004135995.1,CP024767.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
3144427,3147749,Lamassu-Fam,GCA_900103875.1,LT629705.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
743627,749191,Mokosh_TypeI,GCA_900103875.1,LT629705.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2378316,2379437,SoFic,GCA_001941865.1,CP016162.1,defensefinder,SoFic,Unknown,SoFic,SoFic
4804726,4809449,Dynamins,GCA_001941865.1,CP016162.1,defensefinder,Dynamins,Unknown,Dynamins,Dynamins
4653556,4656332,RM_Type_IV,GCA_000292795.1,CM001561.1,defensefinder,RM,RM,RM_Type_IV,RM IV
5471462,5472124,RM_Type_IV,GCA_000292795.1,CM001561.1,defensefinder,RM,RM,RM_Type_IV,RM IV
5343569,5344255,RM_Type_IV,GCA_000166515.1,CM001025.1,defensefinder,RM,RM,RM_Type_IV,RM IV
618179,621816,Lamassu-Fam,GCA_016599635.1,CP067022.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
2903171,2914013,Lamassu-Fam,GCA_016599635.1,CP067022.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
502183,507789,Lamassu-Fam,GCA_020309905.1,CP084323.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
528522,534991,Mokosh_TypeI,GCA_020309905.1,CP084323.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
3559617,3561980,RM_Type_IIG,GCA_900105005.1,LT629748.1,defensefinder,RM,RM,RM_Type_IIG,RM IIG
3645772,3647013,RM_Type_IIG,GCA_900105005.1,LT629748.1,defensefinder,RM,RM,RM_Type_IIG,RM IIG
1580291,1584480,Lamassu-Fam,GCA_900105005.1,LT629748.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
266520,279140,RM_Type_I,GCA_000148745.1,CM001020.1,defensefinder,RM,RM,RM_Type_I,RM I
2030498,2031370,RM_Type_IV,GCA_021184005.1,CP087705.1,defensefinder,RM,RM,RM_Type_IV,RM IV
3397833,3402778,Lamassu-Fam,GCA_021184005.1,CP087705.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
3683201,3685969,PARIS_II_merge,GCA_021184005.1,CP087705.1,defensefinder,PARIS,Abi,PARIS_II_merge,PARIS II
3804556,3810946,Mokosh_TypeI,GCA_021184005.1,CP087705.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2635213,2636067,RM_Type_IV,GCA_900185255.1,LT883143.1,defensefinder,RM,RM,RM_Type_IV,RM IV
5093840,5096467,RM_Type_IV,GCA_900185255.1,LT883143.1,defensefinder,RM,RM,RM_Type_IV,RM IV
5067956,5071328,Lamassu-Fam,GCA_900185255.1,LT883143.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
5163144,5164907,Shedu,GCA_900185255.1,LT883143.1,defensefinder,Shedu,Unknown,Shedu,Shedu
5869704,5871470,dCTPdeaminase,GCA_900185255.1,LT883143.1,defensefinder,dCTPdeaminase,Nucleotide_depletion,dCTPdeaminase,dCTPdeaminase
2636184,2638923,DarTG,GCA_900185255.1,LT883143.1,defensefinder,darTG,TA,DarTG,DarTG
6291838,6295456,Lamassu-Fam,GCA_001449085.1,CP012680.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
6884259,6884837,Lit,GCA_001449085.1,CP012680.1,defensefinder,Lit,Abi,Lit,Lit
3408655,3411224,Rst_DprA-PPRT,GCA_008370715.1,CP034725.1,defensefinder,DprA-PRTase,Unknown,Rst_DprA-PPRT,DprA-PRTase
3408655,3411224,ShosTA,GCA_008370715.1,CP034725.1,defensefinder,ShosTA,TA,ShosTA,ShosTA
3427695,3430890,Septu,GCA_008370715.1,CP034725.1,defensefinder,Septu,Unknown,Septu,Septu
4283470,4288800,Tiamat,GCA_009601685.2,CP045701.2,defensefinder,Tiamat,Unknown,Tiamat,Tiamat
5817252,5818373,SoFic,GCA_009601685.2,CP045701.2,defensefinder,SoFic,Unknown,SoFic,SoFic
6474354,6478166,Dsr_I,GCA_009601685.2,CP045701.2,defensefinder,dsr,Abi,Dsr_I,dsr I
5855517,5861694,Azaca,GCA_021389915.1,CP089973.1,defensefinder,Azaca,Unknown,Azaca,Azaca
333606,336882,RM_Type_II,GCA_900103245.1,LT629713.1,defensefinder,RM,RM,RM_Type_II,RM II
815865,822293,Mokosh_TypeI,GCA_900103245.1,LT629713.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
5084710,5087291,Olokun,GCA_000183645.1,CP002290.1,defensefinder,Olokun,Unknown,Olokun,Olokun
2389756,2393423,Lamassu-Fam,GCA_000183645.1,CP002290.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
6244677,6247089,RM_Type_II,GCA_000194805.1,CP002585.1,defensefinder,RM,RM,RM_Type_II,RM II
1211256,1211990,RM_Type_IV,GCA_000204295.1,CP002620.1,defensefinder,RM,RM,RM_Type_IV,RM IV
1759330,1760724,PARIS_I_merge,GCA_000204295.1,CP002620.1,defensefinder,PARIS,Abi,PARIS_I_merge,PARIS I
4078458,4081861,Mokosh_TypeI,GCA_000204295.1,CP002620.1,defensefinder,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
4078458,4081861,Druantia_III,GCA_902172305.2,CP002620.1,defensefinder,Druantia,Unknown,Druantia_III,Druantia III
3070365,3074517,Dynamins,GCA_000829415.1,AP014637.1,defensefinder,Dynamins,Unknown,Dynamins,Dynamins
2170075,2174664,Lamassu-Fam,GCA_018972165.1,CP076686.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
2170075,2174664,Viperin,GCA_000262325.2,CP076686.1,defensefinder,Viperin,Chemical,Viperin,Viperin
1632366,1633790,SEFIR,GCA_000264555.1,CM001490.1,defensefinder,SEFIR,Unknown,SEFIR,SEFIR
3511700,3514840,Borvo,GCA_000281915.1,CM001559.1,defensefinder,Borvo,Unknown,Borvo,Borvo
530096,530296,Shedu,GCA_000226035.3,CP015202.1,defensefinder,Shedu,Unknown,Shedu,Shedu
1542509,1545145,RM_Type_IV,GCA_000284555.1,AP012280.1,defensefinder,RM,RM,RM_Type_IV,RM IV
5135959,5138540,Olokun,GCA_000648735.3,CP011972.2,defensefinder,Olokun,Unknown,Olokun,Olokun
33116,41522,RM_Type_I,GCA_000648735.3,CP011972.2,defensefinder,RM,RM,RM_Type_I,RM I
1106186,1107493,RM_Type_IIG,GCA_000648735.3,CP011972.2,defensefinder,RM,RM,RM_Type_IIG,RM IIG
1838268,1844625,RM_Type_III,GCA_000648735.3,CP011972.2,defensefinder,RM,RM,RM_Type_III,RM III
2933266,2938977,Lamassu-Fam,GCA_000648735.3,CP011972.2,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
5318258,5320330,RM_Type_IIG,GCA_000344335.2,CP018202.1,defensefinder,RM,RM,RM_Type_IIG,RM IIG
6024961,6029546,RM_Type_III,GCA_000344335.2,CP018202.1,defensefinder,RM,RM,RM_Type_III,RM III
3225170,3226848,Lamassu-Fam,GCA_000344335.2,CP018202.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
5135962,5138543,Olokun,GCA_000344355.2,CP012179.1,defensefinder,Olokun,Unknown,Olokun,Olokun
33116,41522,RM_Type_I,GCA_000344355.2,CP012179.1,defensefinder,RM,RM,RM_Type_I,RM I
1106188,1107495,RM_Type_IIG,GCA_000344355.2,CP012179.1,defensefinder,RM,RM,RM_Type_IIG,RM IIG
1838271,1844628,RM_Type_III,GCA_000344355.2,CP012179.1,defensefinder,RM,RM,RM_Type_III,RM III
2933269,2938980,Lamassu-Fam,GCA_000344355.2,CP012179.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
2167456,2169107,CBASS_I,GCA_000344475.3,CP032631.1,defensefinder,CBASS,Abi,CBASS_I,CBASS I
925890,927197,RM_Type_IIG,GCA_000344475.3,CP032631.1,defensefinder,RM,RM,RM_Type_IIG,RM IIG
1712673,1724941,RM_Type_II,GCA_000344475.3,CP032631.1,defensefinder,RM,RM,RM_Type_II,RM II
2030519,2034441,Lamassu-Fam,GCA_000344475.3,CP032631.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
4041517,4047228,Lamassu-Fam,GCA_000344475.3,CP032631.1,defensefinder,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
2162007,2163714,RosmerTA,GCA_000344475.3,CP032631.1,defensefinder,RosmerTA,TA,RosmerTA,RosmerTA
