genome,start,seqid,defense_system,source,end,system,class,defense_system2
GCA_000024685.1,1248785,CP001793.1,RM_Type_IV,defensefinder,1251007,RM,RM,RM IV
GCA_001534785.1,1996150,CP013984.1,AbiH,defensefinder,1997091,AbiH,Abi,AbiH
GCA_003148415.1,2266134,CP029465.1,AbiH,defensefinder,2267078,AbiH,Abi,AbiH
GCA_003148415.1,803338,CP029465.1,ShosTA,defensefinder,805611,ShosTA,TA,ShosTA
GCA_019598985.1,824290,CP080644.1,Lamassu-Fam,defensefinder,828025,Lamassu,Unknown,Lamassu-Fam
GCA_005154805.1,482900,CP039727.1,Lamassu-Fam,defensefinder,486569,Lamassu,Unknown,Lamassu-Fam
GCA_005154805.1,37555,CP039728.1,Lamassu-Fam,defensefinder,43550,Lamassu,Unknown,Lamassu-Fam
GCA_005154805.1,5038976,CP039727.1,Menshen,defensefinder,5042125,Menshen,Unknown,Menshen
GCA_019357475.1,1449371,CP079109.1,Abi2,defensefinder,1450264,Abi2,Abi,Abi2
GCA_019357495.1,41145,CP079110.1,RM_Type_IV,defensefinder,44016,RM,RM,RM IV
GCA_000019045.1,2650819,CP000922.1,SoFic,defensefinder,2651922,SoFic,Unknown,SoFic
GCA_000508125.2,2650819,CP000922.1,Wadjet_II,defensefinder,2651922,Wadjet,Unknown,Wadjet II
GCA_000815275.2,2650819,CP000922.1,RM_Type_IV,defensefinder,2651922,RM,RM,RM IV
GCA_000833005.1,3868944,CP010556.1,RM_Type_II,defensefinder,3870759,RM,RM,RM II
GCA_001023595.1,208349,CP011686.1,Tiamat,defensefinder,210748,Tiamat,Unknown,Tiamat
GCA_001536925.1,3756474,LN999829.1,RM_Type_II,defensefinder,3761362,RM,RM,RM II
GCA_001593395.2,1309271,CP015443.1,RM_Type_IV,defensefinder,1310350,RM,RM,RM IV
GCA_001752685.2,1980747,CP014990.2,RM_Type_II,defensefinder,1982264,RM,RM,RM II
GCA_002105595.1,1020220,CP020805.1,SEFIR,defensefinder,1021455,SEFIR,Unknown,SEFIR
GCA_002201975.1,521160,CP021890.1,Abi2,defensefinder,522338,Abi2,Abi,Abi2
GCA_002237515.1,1261593,CP022531.1,Tiamat,defensefinder,1263992,Tiamat,Unknown,Tiamat
GCA_002237515.1,966057,CP022531.1,PARIS_I_merge,defensefinder,967136,PARIS,Abi,PARIS I
GCA_002688525.1,1215751,CP023859.1,Tiamat,defensefinder,1218150,Tiamat,Unknown,Tiamat
GCA_002688525.1,898678,CP023859.1,PARIS_I_merge,defensefinder,900528,PARIS,Abi,PARIS I
GCA_002763555.1,898678,CP023859.1,RM_Type_IV,defensefinder,900528,RM,RM,RM IV
GCA_002795885.1,898678,CP023859.1,RM_Type_IV,defensefinder,900528,RM,RM,RM IV
GCA_002850475.1,898678,CP023859.1,Thoeris_II,defensefinder,900528,Thoeris,Abi,Thoeris II
GCA_002893845.1,1463839,CP025939.1,SEFIR,defensefinder,1465260,SEFIR,Unknown,SEFIR
GCA_002968415.1,733881,CP026610.1,RM_Type_IV,defensefinder,735002,RM,RM,RM IV
GCA_003071465.1,2261121,CP020874.1,Lamassu-Fam,defensefinder,2264673,Lamassu,Unknown,Lamassu-Fam
GCA_003076535.1,3198710,CP023414.1,Tiamat,defensefinder,3201109,Tiamat,Unknown,Tiamat
GCA_003285085.1,733853,CP030150.1,RM_Type_IV,defensefinder,734974,RM,RM,RM IV
GCA_003432425.1,511705,CP023075.1,Abi2,defensefinder,512883,Abi2,Abi,Abi2
GCA_003573875.1,3803573,AP018402.1,RM_Type_II,defensefinder,3806321,RM,RM,RM II
GCA_003573875.1,3880326,AP018402.1,PARIS_I_merge,defensefinder,3882176,PARIS,Abi,PARIS I
GCA_003854915.1,431559,CP033967.1,AbiH,defensefinder,432488,AbiH,Abi,AbiH
GCA_003860445.1,4025256,CP034176.1,PARIS_I_merge,defensefinder,4027106,PARIS,Abi,PARIS I
GCA_004119575.1,521273,CP035393.1,Abi2,defensefinder,522451,Abi2,Abi,Abi2
GCA_004119735.1,521319,CP035399.1,Abi2,defensefinder,522497,Abi2,Abi,Abi2
GCA_004119855.1,575143,CP035410.1,Abi2,defensefinder,576321,Abi2,Abi,Abi2
GCA_004135455.2,3005811,CP043809.1,Dodola,defensefinder,3007675,Dodola,Unknown,Dodola
GCA_004799565.1,209753,CP039297.1,AbiH,defensefinder,210682,AbiH,Abi,AbiH
GCA_004799565.1,518070,CP039297.1,Septu,defensefinder,520449,Septu,Unknown,Septu
GCA_005696395.1,473018,CP040378.1,Rst_DprA-PPRT,defensefinder,475063,DprA-PRTase,Unknown,DprA-PRTase
GCA_005696395.1,473018,CP040378.1,ShosTA,defensefinder,475063,ShosTA,TA,ShosTA
GCA_008244925.1,720638,CP043416.1,Lamassu-Fam,defensefinder,724308,Lamassu,Unknown,Lamassu-Fam
GCA_008244925.1,3837908,CP043416.1,PARIS_I_merge,defensefinder,3839758,PARIS,Abi,PARIS I
GCA_008367895.1,702666,CP043546.1,RM_Type_IV,defensefinder,703787,RM,RM,RM IV
GCA_008367895.1,3816717,CP043546.1,Lamassu-Fam,defensefinder,3820471,Lamassu,Unknown,Lamassu-Fam
GCA_009663035.1,3816717,CP043546.1,RM_Type_II,defensefinder,3820471,RM,RM,RM II
GCA_009738165.1,203090,CP045711.1,AbiH,defensefinder,204019,AbiH,Abi,AbiH
GCA_009913295.1,1656791,CP028204.1,Tiamat,defensefinder,1659190,Tiamat,Unknown,Tiamat
GCA_009913295.1,1337253,CP028204.1,RM_Type_IV,defensefinder,1338164,RM,RM,RM IV
GCA_009913315.1,2474901,CP028205.1,Tiamat,defensefinder,2477300,Tiamat,Unknown,Tiamat
GCA_009913315.1,2781777,CP028205.1,SEFIR,defensefinder,2783012,SEFIR,Unknown,SEFIR
GCA_009913315.1,1016543,CP028205.1,Lamassu-Fam,defensefinder,1019990,Lamassu,Unknown,Lamassu-Fam
GCA_009913335.1,169626,CP028206.1,Tiamat,defensefinder,172025,Tiamat,Unknown,Tiamat
GCA_009913335.1,476502,CP028206.1,SEFIR,defensefinder,477737,SEFIR,Unknown,SEFIR
GCA_009913335.1,2729327,CP028206.1,Lamassu-Fam,defensefinder,2732774,Lamassu,Unknown,Lamassu-Fam
GCA_009913355.1,137865,CP028207.1,SEFIR,defensefinder,139100,SEFIR,Unknown,SEFIR
GCA_009913355.1,439911,CP028207.1,Tiamat,defensefinder,442310,Tiamat,Unknown,Tiamat
GCA_009913355.1,1890910,CP028207.1,Lamassu-Fam,defensefinder,1894357,Lamassu,Unknown,Lamassu-Fam
GCA_009913375.1,1602525,CP028208.1,Tiamat,defensefinder,1604924,Tiamat,Unknown,Tiamat
GCA_009913375.1,1905735,CP028208.1,SEFIR,defensefinder,1906970,SEFIR,Unknown,SEFIR
GCA_009913375.1,150474,CP028208.1,Lamassu-Fam,defensefinder,153921,Lamassu,Unknown,Lamassu-Fam
GCA_009913475.1,325775,CP028210.1,Tiamat,defensefinder,328174,Tiamat,Unknown,Tiamat
GCA_009913475.1,628985,CP028210.1,SEFIR,defensefinder,630220,SEFIR,Unknown,SEFIR
GCA_009913475.1,2837580,CP028210.1,Lamassu-Fam,defensefinder,2841027,Lamassu,Unknown,Lamassu-Fam
GCA_009913495.1,394059,CP028211.1,SEFIR,defensefinder,395294,SEFIR,Unknown,SEFIR
GCA_009913495.1,696105,CP028211.1,Tiamat,defensefinder,698504,Tiamat,Unknown,Tiamat
GCA_009913495.1,2147108,CP028211.1,Lamassu-Fam,defensefinder,2150555,Lamassu,Unknown,Lamassu-Fam
GCA_009914135.1,2147108,CP028211.1,Lamassu-Fam,defensefinder,2150555,Lamassu,Unknown,Lamassu-Fam
GCA_009914175.1,1027196,CP031694.1,RM_Type_II,defensefinder,1032084,RM,RM,RM II
GCA_012647845.1,207852,CP051463.1,AbiH,defensefinder,208535,AbiH,Abi,AbiH
GCA_013284785.2,702150,CP085505.1,RM_Type_IV,defensefinder,703316,RM,RM,RM IV
GCA_013284785.2,3823520,CP085505.1,Lamassu-Fam,defensefinder,3827241,Lamassu,Unknown,Lamassu-Fam
GCA_013285085.2,702210,CP085504.1,RM_Type_IV,defensefinder,703376,RM,RM,RM IV
GCA_013285085.2,3817624,CP085504.1,Lamassu-Fam,defensefinder,3821345,Lamassu,Unknown,Lamassu-Fam
GCA_013348705.1,702364,CP054714.1,RM_Type_IV,defensefinder,703530,RM,RM,RM IV
GCA_013348705.1,3823020,CP054714.1,Lamassu-Fam,defensefinder,3826741,Lamassu,Unknown,Lamassu-Fam
GCA_013401395.2,130554,CP045993.1,RM_Type_IV,defensefinder,131483,RM,RM,RM IV
GCA_014180705.2,1151288,CP063687.1,Abi2,defensefinder,1152466,Abi2,Abi,Abi2
GCA_014211995.1,1151288,CP063687.1,Wadjet_III,defensefinder,1152466,Wadjet,Unknown,Wadjet III
GCA_016415725.1,4077693,CP065791.1,RM_Type_IV,defensefinder,4078595,RM,RM,RM IV
GCA_016888865.1,202216,CP069430.1,Tiamat,defensefinder,204627,Tiamat,Unknown,Tiamat
GCA_016888865.1,3885977,CP069430.1,PARIS_I_merge,defensefinder,3887827,PARIS,Abi,PARIS I
GCA_018278845.1,2007806,CP073781.1,AbiH,defensefinder,2008765,AbiH,Abi,AbiH
GCA_018732185.1,3908609,CP076119.1,RM_Type_II,defensefinder,3911341,RM,RM,RM II
GCA_018771705.1,702210,CP076291.1,RM_Type_IV,defensefinder,703376,RM,RM,RM IV
GCA_018771705.1,3817622,CP076291.1,Lamassu-Fam,defensefinder,3821343,Lamassu,Unknown,Lamassu-Fam
GCA_018866365.1,835695,CP076450.1,RM_Type_II,defensefinder,838443,RM,RM,RM II
GCA_018866365.1,912449,CP076450.1,PARIS_I_merge,defensefinder,914299,PARIS,Abi,PARIS I
GCA_019285615.1,513230,CP079099.1,SEFIR,defensefinder,514465,SEFIR,Unknown,SEFIR
GCA_019285615.1,1185535,CP079099.1,RM_Type_II,defensefinder,1187010,RM,RM,RM II
GCA_019285615.1,1187534,CP079099.1,RM_Type_IV,defensefinder,1188079,RM,RM,RM IV
GCA_020149525.1,2500444,CP083715.1,Abi2,defensefinder,2501622,Abi2,Abi,Abi2
GCA_020149955.1,521324,CP083763.1,Abi2,defensefinder,522502,Abi2,Abi,Abi2
GCA_020150015.1,515891,CP083764.1,Abi2,defensefinder,517069,Abi2,Abi,Abi2
GCA_020162235.1,2116568,CP083943.1,RM_Type_II,defensefinder,2120162,RM,RM,RM II
GCA_021184205.1,2154537,CP089287.1,SEFIR,defensefinder,2155772,SEFIR,Unknown,SEFIR
GCA_021184205.1,4099539,CP089287.1,DarTG,defensefinder,4101396,darTG,TA,DarTG
GCA_021184205.1,14215,CP089287.1,DarTG,defensefinder,16157,darTG,TA,DarTG
GCA_021495995.1,202080,CP090905.1,Tiamat,defensefinder,204479,Tiamat,Unknown,Tiamat
GCA_021495995.1,3850637,CP090905.1,RM_Type_II,defensefinder,3854743,RM,RM,RM II
GCA_021559715.1,203090,CP054467.1,AbiH,defensefinder,204019,AbiH,Abi,AbiH
GCA_022344025.1,953083,CP092185.1,RM_Type_IV,defensefinder,953586,RM,RM,RM IV
GCA_022344025.1,94579,CP092185.1,Lamassu-Fam,defensefinder,98281,Lamassu,Unknown,Lamassu-Fam
GCA_000009585.1,166225,AM990992.1,RosmerTA,defensefinder,168173,RosmerTA,TA,RosmerTA
GCA_020881895.1,127476,CP021178.1,RosmerTA,defensefinder,129424,RosmerTA,TA,RosmerTA
GCA_000160935.1,1990814,CM000717.1,RM_Type_IV,defensefinder,1992631,RM,RM,RM IV
GCA_000160935.1,854054,CM000717.1,RM_Type_IV,defensefinder,856600,RM,RM,RM IV
GCA_000160935.1,5042695,CM000717.1,Lamassu-Fam,defensefinder,5046209,Lamassu,Unknown,Lamassu-Fam
GCA_000160935.1,911296,CM000717.1,Nhi,defensefinder,913131,AbiO/Nhi,RM,AbiO/Nhi
GCA_000160935.1,2680562,CM000717.1,Dsr_I,defensefinder,2684044,dsr,Abi,dsr I
GCA_000160995.1,1924781,CM000720.1,RM_Type_IV,defensefinder,1926598,RM,RM,RM IV
GCA_000160995.1,781747,CM000720.1,RM_Type_IV,defensefinder,784299,RM,RM,RM IV
GCA_000160995.1,5476415,CM000720.1,Rst_DprA-PPRT,defensefinder,5478446,DprA-PRTase,Unknown,DprA-PRTase
GCA_000160995.1,5476415,CM000720.1,ShosTA,defensefinder,5481344,ShosTA,TA,ShosTA
GCA_000160995.1,2635771,CM000720.1,Dsr_I,defensefinder,2639283,dsr,Abi,dsr I
GCA_000161035.1,1999475,CM000722.1,RM_Type_IV,defensefinder,2001292,RM,RM,RM IV
GCA_000161035.1,836592,CM000722.1,RM_Type_IV,defensefinder,839138,RM,RM,RM IV
GCA_000161035.1,2702941,CM000722.1,Dsr_I,defensefinder,2706423,dsr,Abi,dsr I
GCA_000160915.1,2061683,CM000716.1,RM_Type_IV,defensefinder,2063512,RM,RM,RM IV
GCA_000160915.1,700921,CM000716.1,RM_Type_II,defensefinder,710791,RM,RM,RM II
GCA_000160915.1,2666592,CM000716.1,Dsr_I,defensefinder,2670104,dsr,Abi,dsr I
GCA_000003645.1,2171592,CM000714.1,RM_Type_IV,defensefinder,2173421,RM,RM,RM IV
GCA_000003645.1,2633328,CM000714.1,Dsr_I,defensefinder,2636840,dsr,Abi,dsr I
GCA_000161055.1,2030251,CM000723.1,RM_Type_IV,defensefinder,2032068,RM,RM,RM IV
GCA_000161055.1,1940299,CM000723.1,RM_Type_IV,defensefinder,1940691,RM,RM,RM IV
GCA_000161055.1,2619608,CM000723.1,Dsr_I,defensefinder,2623120,dsr,Abi,dsr I
GCA_000161075.1,4641367,CM000724.1,RM_Type_III,defensefinder,4645453,RM,RM,RM III
GCA_000161075.1,2036870,CM000724.1,RM_Type_IV,defensefinder,2038699,RM,RM,RM IV
GCA_000161075.1,877510,CM000724.1,RM_Type_IV,defensefinder,883979,RM,RM,RM IV
GCA_000161075.1,2357525,CM000724.1,Dsr_I,defensefinder,2361037,dsr,Abi,dsr I
GCA_000161095.1,2072101,CM000725.1,RM_Type_IV,defensefinder,2073918,RM,RM,RM IV
GCA_000161095.1,2275291,CM000725.1,AbiH,defensefinder,2276262,AbiH,Abi,AbiH
GCA_000161095.1,2039567,CM000725.1,Lamassu-Fam,defensefinder,2043316,Lamassu,Unknown,Lamassu-Fam
GCA_000161095.1,2742187,CM000725.1,Dsr_I,defensefinder,2745699,dsr,Abi,dsr I
GCA_000161015.1,2046431,CM000721.1,RM_Type_IV,defensefinder,2048260,RM,RM,RM IV
GCA_000161015.1,2799832,CM000721.1,Lamassu-Fam,defensefinder,2804724,Lamassu,Unknown,Lamassu-Fam
GCA_000161015.1,2664871,CM000721.1,Dsr_I,defensefinder,2668353,dsr,Abi,dsr I
GCA_000832845.1,2095099,CP009628.1,Borvo,defensefinder,2095437,Borvo,Unknown,Borvo
GCA_000832845.1,493832,CP009628.1,RM_Type_IV,defensefinder,495652,RM,RM,RM IV
GCA_000832845.1,5079167,CP009628.1,Dsr_I,defensefinder,5082649,dsr,Abi,dsr I
GCA_000161115.1,2096405,CM000726.1,RM_Type_IV,defensefinder,2098222,RM,RM,RM IV
GCA_000161115.1,2004015,CM000726.1,RM_Type_IV,defensefinder,2004407,RM,RM,RM IV
GCA_000161115.1,2730316,CM000726.1,Dsr_I,defensefinder,2733798,dsr,Abi,dsr I
GCA_000161135.1,2089736,CM000727.1,RM_Type_IV,defensefinder,2091565,RM,RM,RM IV
GCA_000161135.1,2706157,CM000727.1,Dsr_I,defensefinder,2709669,dsr,Abi,dsr I
GCA_000160895.1,1999362,CM000715.1,RM_Type_IV,defensefinder,2001179,RM,RM,RM IV
GCA_000160895.1,5715408,CM000715.1,Nhi,defensefinder,5717243,AbiO/Nhi,RM,AbiO/Nhi
GCA_000160895.1,5563140,CM000715.1,AbiH,defensefinder,5564063,AbiH,Abi,AbiH
GCA_000160895.1,2657363,CM000715.1,Dsr_I,defensefinder,2660875,dsr,Abi,dsr I
GCA_000160895.1,5821134,CM000715.1,RosmerTA,defensefinder,5822934,RosmerTA,TA,RosmerTA
GCA_000161155.1,5568627,CM000728.1,RM_Type_IV,defensefinder,5569271,RM,RM,RM IV
GCA_000161155.1,2085890,CM000728.1,RM_Type_IV,defensefinder,2087707,RM,RM,RM IV
GCA_000161155.1,2256004,CM000728.1,Shedu,defensefinder,2257275,Shedu,Unknown,Shedu
GCA_000161155.1,2749055,CM000728.1,Dsr_I,defensefinder,2752537,dsr,Abi,dsr I
GCA_000161175.1,5289444,CM000729.1,Uzume,defensefinder,5290343,Uzume,Unknown,Uzume
GCA_000161175.1,5396688,CM000729.1,RM_Type_IV,defensefinder,5397080,RM,RM,RM IV
GCA_000161175.1,1969930,CM000729.1,RM_Type_IV,defensefinder,1971747,RM,RM,RM IV
GCA_000161175.1,5531999,CM000729.1,Rst_DprA-PPRT,defensefinder,5534030,DprA-PRTase,Unknown,DprA-PRTase
GCA_000161175.1,5531999,CM000729.1,ShosTA,defensefinder,5536928,ShosTA,TA,ShosTA
GCA_000161175.1,2616086,CM000729.1,Dsr_I,defensefinder,2619598,dsr,Abi,dsr I
GCA_000161195.1,1974914,CM000730.1,RM_Type_IV,defensefinder,1976731,RM,RM,RM IV
GCA_000161195.1,846083,CM000730.1,RM_Type_II,defensefinder,850686,RM,RM,RM II
GCA_000161195.1,4694573,CM000730.1,Kiwa,defensefinder,4696083,Kiwa,Unknown,Kiwa
GCA_000161195.1,3636199,CM000730.1,Shedu,defensefinder,3637350,Shedu,Unknown,Shedu
GCA_000161195.1,2468835,CM000730.1,Dsr_I,defensefinder,2472317,dsr,Abi,dsr I
GCA_000161215.1,5649158,CM000731.1,RM_Type_IV,defensefinder,5649694,RM,RM,RM IV
GCA_000161215.1,2282612,CM000731.1,RM_Type_IV,defensefinder,2286336,RM,RM,RM IV
GCA_000161215.1,2028621,CM000731.1,RM_Type_IV,defensefinder,2030438,RM,RM,RM IV
GCA_000161215.1,2724903,CM000731.1,Dsr_I,defensefinder,2728385,dsr,Abi,dsr I
GCA_000161235.1,2070716,CM000732.1,RM_Type_IV,defensefinder,2072545,RM,RM,RM IV
GCA_000161235.1,851209,CM000732.1,RM_Type_IV,defensefinder,853755,RM,RM,RM IV
GCA_000161235.1,5175783,CM000732.1,Shedu,defensefinder,5176355,Shedu,Unknown,Shedu
GCA_000161235.1,4327850,CM000732.1,Kiwa,defensefinder,4329515,Kiwa,Unknown,Kiwa
GCA_000161235.1,2627523,CM000732.1,Dsr_I,defensefinder,2631035,dsr,Abi,dsr I
GCA_000161255.1,4769827,CM000733.1,RM_Type_II,defensefinder,4773555,RM,RM,RM II
GCA_000161255.1,4696564,CM000733.1,RM_Type_IV,defensefinder,4698189,RM,RM,RM IV
GCA_000161255.1,1819912,CM000733.1,RM_Type_IV,defensefinder,1821675,RM,RM,RM IV
GCA_000161255.1,4776611,CM000733.1,Nhi,defensefinder,4778557,AbiO/Nhi,RM,AbiO/Nhi
GCA_000161255.1,2273978,CM000733.1,Dsr_I,defensefinder,2277475,dsr,Abi,dsr I
GCA_000161275.1,5384089,CM000734.1,RM_Type_IV,defensefinder,5387860,RM,RM,RM IV
GCA_000161275.1,2059224,CM000734.1,RM_Type_IV,defensefinder,2061041,RM,RM,RM IV
GCA_000161275.1,1966134,CM000734.1,RM_Type_IV,defensefinder,1966634,RM,RM,RM IV
GCA_000161275.1,906208,CM000734.1,RM_Type_IV,defensefinder,907596,RM,RM,RM IV
GCA_000161275.1,2738507,CM000734.1,Dsr_I,defensefinder,2741989,dsr,Abi,dsr I
GCA_000161295.1,2011185,CM000735.1,RM_Type_IV,defensefinder,2013002,RM,RM,RM IV
GCA_000161295.1,5475048,CM000735.1,RM_Type_IV,defensefinder,5475710,RM,RM,RM IV
GCA_000161295.1,2284620,CM000735.1,Nhi,defensefinder,2286455,AbiO/Nhi,RM,AbiO/Nhi
GCA_000161295.1,2259176,CM000735.1,AVAST_I,defensefinder,2265147,AVAST,Unknown,AVAST I
GCA_000161295.1,2707845,CM000735.1,Dsr_I,defensefinder,2711327,dsr,Abi,dsr I
GCA_000161315.1,6020847,CM000736.1,SEFIR,defensefinder,6022094,SEFIR,Unknown,SEFIR
GCA_000161315.1,5403835,CM000736.1,RM_Type_II,defensefinder,5411014,RM,RM,RM II
GCA_000161315.1,2095539,CM000736.1,RM_Type_IV,defensefinder,2097356,RM,RM,RM IV
GCA_000161315.1,1905985,CM000736.1,RM_Type_IV,defensefinder,1906485,RM,RM,RM IV
GCA_000161315.1,6117733,CM000736.1,Nhi,defensefinder,6119568,AbiO/Nhi,RM,AbiO/Nhi
GCA_000161315.1,2525861,CM000736.1,Dsr_I,defensefinder,2528176,dsr,Abi,dsr I
GCA_000161355.1,4041497,CM000738.1,RM_Type_IIG,defensefinder,4044610,RM,RM,RM IIG
GCA_000161355.1,2027988,CM000738.1,RM_Type_IV,defensefinder,2029805,RM,RM,RM IV
GCA_000161355.1,876341,CM000738.1,RM_Type_IV,defensefinder,878893,RM,RM,RM IV
GCA_000161355.1,364698,CM000738.1,RM_Type_IV,defensefinder,366689,RM,RM,RM IV
GCA_000161355.1,2595649,CM000738.1,Dsr_I,defensefinder,2599161,dsr,Abi,dsr I
GCA_000161375.1,2112992,CM000739.1,RM_Type_IV,defensefinder,2114821,RM,RM,RM IV
GCA_000161375.1,859392,CM000739.1,RM_Type_IV,defensefinder,861938,RM,RM,RM IV
GCA_000161375.1,1585989,CM000739.1,Lamassu-Fam,defensefinder,1592049,Lamassu,Unknown,Lamassu-Fam
GCA_000161375.1,2645071,CM000739.1,Dsr_I,defensefinder,2648613,dsr,Abi,dsr I
GCA_000161375.1,2874651,CM000739.1,Mokosh_TypeI,defensefinder,2879674,Mokosh,Unknown,Mokosh I
GCA_000161395.1,5337370,CM000740.1,SEFIR,defensefinder,5338356,SEFIR,Unknown,SEFIR
GCA_000161395.1,2089993,CM000740.1,RM_Type_IV,defensefinder,2091384,RM,RM,RM IV
GCA_000003955.1,2105749,CM000741.1,RM_Type_IV,defensefinder,2107566,RM,RM,RM IV
GCA_000003955.1,5679394,CM000741.1,Rst_DprA-PPRT,defensefinder,5681425,DprA-PRTase,Unknown,DprA-PRTase
GCA_000003955.1,5679394,CM000741.1,ShosTA,defensefinder,5684323,ShosTA,TA,ShosTA
GCA_000003955.1,2722293,CM000741.1,Dsr_I,defensefinder,2725805,dsr,Abi,dsr I
GCA_000003925.1,5266009,CM000742.1,Uzume,defensefinder,5266908,Uzume,Unknown,Uzume
GCA_000003925.1,1966163,CM000742.1,RM_Type_IV,defensefinder,1967989,RM,RM,RM IV
GCA_000003925.1,856195,CM000742.1,RM_Type_IIG,defensefinder,860673,RM,RM,RM IIG
GCA_000003925.1,852360,CM000742.1,RM_Type_IV,defensefinder,854906,RM,RM,RM IV
GCA_000003925.1,2608664,CM000742.1,Dsr_I,defensefinder,2609656,dsr,Abi,dsr I
GCA_000161455.1,5677065,CM000745.1,RM_Type_IV,defensefinder,5677646,RM,RM,RM IV
GCA_000161455.1,5398490,CM000745.1,RM_Type_IV,defensefinder,5399101,RM,RM,RM IV
GCA_000161455.1,2011341,CM000745.1,RM_Type_IV,defensefinder,2013101,RM,RM,RM IV
GCA_000161455.1,807395,CM000745.1,RM_Type_IV,defensefinder,809860,RM,RM,RM IV
GCA_000161455.1,2469196,CM000745.1,Dsr_I,defensefinder,2472690,dsr,Abi,dsr I
GCA_000161715.1,6249287,CM000758.1,RM_Type_IV,defensefinder,6249844,RM,RM,RM IV
GCA_000161715.1,2184222,CM000758.1,RM_Type_IV,defensefinder,2186039,RM,RM,RM IV
GCA_000161715.1,4470719,CM000758.1,Lamassu-Fam,defensefinder,4474192,Lamassu,Unknown,Lamassu-Fam
GCA_000161715.1,3139488,CM000758.1,Lamassu-Fam,defensefinder,3145496,Lamassu,Unknown,Lamassu-Fam
GCA_000161715.1,2798967,CM000758.1,Dsr_I,defensefinder,2802479,dsr,Abi,dsr I
GCA_000161735.1,5043017,CM000759.1,Uzume,defensefinder,5043865,Uzume,Unknown,Uzume
GCA_000161735.1,4950088,CM000759.1,RM_Type_IV,defensefinder,4950624,RM,RM,RM IV
GCA_000161735.1,1980959,CM000759.1,RM_Type_IV,defensefinder,1982725,RM,RM,RM IV
GCA_000161735.1,846454,CM000759.1,RM_Type_IV,defensefinder,847236,RM,RM,RM IV
GCA_000161735.1,4792149,CM000759.1,Lamassu-Fam,defensefinder,4795862,Lamassu,Unknown,Lamassu-Fam
GCA_000161735.1,2569880,CM000759.1,Dsr_I,defensefinder,2573362,dsr,Abi,dsr I
GCA_000161735.1,5460830,CM000759.1,RosmerTA,defensefinder,5462757,RosmerTA,TA,RosmerTA
GCA_000161495.1,2100318,CM000747.1,RM_Type_IV,defensefinder,2102135,RM,RM,RM IV
GCA_000161495.1,5297703,CM000747.1,RosmerTA,defensefinder,5299503,RosmerTA,TA,RosmerTA
GCA_000306745.1,2225034,CP003889.1,RM_Type_IV,defensefinder,2226851,RM,RM,RM IV
GCA_000306745.1,2967256,CP003889.1,Dsr_I,defensefinder,2970738,dsr,Abi,dsr I
GCA_000306745.1,2624057,CP003889.1,RosmerTA,defensefinder,2625857,RosmerTA,TA,RosmerTA
GCA_000161595.1,5891042,CM000752.1,RM_Type_IV,defensefinder,5894775,RM,RM,RM IV
GCA_000161595.1,2034269,CM000752.1,RM_Type_IV,defensefinder,2036098,RM,RM,RM IV
GCA_000161595.1,2641344,CM000752.1,Dsr_I,defensefinder,2644856,dsr,Abi,dsr I
GCA_000161575.1,1958734,CM000751.1,RM_Type_IV,defensefinder,1960551,RM,RM,RM IV
GCA_000161575.1,1865155,CM000751.1,RM_Type_IV,defensefinder,1865655,RM,RM,RM IV
GCA_000161575.1,2604425,CM000751.1,Dsr_I,defensefinder,2607907,dsr,Abi,dsr I
GCA_000161475.1,2033696,CM000746.1,RM_Type_IV,defensefinder,2035525,RM,RM,RM IV
GCA_000161475.1,869675,CM000746.1,AbiH,defensefinder,872407,AbiH,Abi,AbiH
GCA_000161475.1,3437042,CM000746.1,Septu,defensefinder,3439988,Septu,Unknown,Septu
GCA_000161475.1,2668453,CM000746.1,Dsr_I,defensefinder,2671965,dsr,Abi,dsr I
GCA_000161515.1,2148246,CM000748.1,RM_Type_IV,defensefinder,2150072,RM,RM,RM IV
GCA_000161515.1,2566811,CM000748.1,Dsr_I,defensefinder,2570293,dsr,Abi,dsr I
GCA_000161515.1,5411535,CM000748.1,RosmerTA,defensefinder,5413335,RosmerTA,TA,RosmerTA
GCA_000161535.1,1903411,CM000749.1,RM_Type_IV,defensefinder,1903890,RM,RM,RM IV
GCA_000161535.1,832913,CM000749.1,RM_Type_II,defensefinder,838336,RM,RM,RM II
GCA_000161535.1,832913,CM000749.1,DISARM_2,defensefinder,844686,DISARM,RM,DISARM II
GCA_000161535.1,5866886,CM000749.1,Septu,defensefinder,5868992,Septu,Unknown,Septu
GCA_000161535.1,2440502,CM000749.1,Dsr_I,defensefinder,2441422,dsr,Abi,dsr I
GCA_000161535.1,208253,CM000749.1,Gao_Her_DUF,defensefinder,211297,Gao_Her,Unknown,Gao_Her_DUF
GCA_000161555.1,5809864,CM000750.1,CBASS_I,defensefinder,5812917,CBASS,Abi,CBASS I
GCA_000161555.1,3334709,CM000750.1,RM_Type_IV,defensefinder,3335164,RM,RM,RM IV
GCA_000161555.1,1945458,CM000750.1,RM_Type_IV,defensefinder,1946516,RM,RM,RM IV
GCA_000161555.1,1900887,CM000750.1,RM_Type_IV,defensefinder,1901180,RM,RM,RM IV
GCA_000161555.1,2560171,CM000750.1,Dsr_I,defensefinder,2563683,dsr,Abi,dsr I
