start,defense_system,source,end,genome,seqid,system,class,original,defense_system2
101562,Borvo,defensefinder,99397,GCA_000194745.1,CP002602.1,Borvo,Unknown,Borvo,Borvo
377775,RM_Type_IIG,defensefinder,380927,GCA_000194745.1,CP002604.1,RM,RM,RM_Type_IIG,RM IIG
2357103,RM_Type_IV,defensefinder,2361268,GCA_000209655.1,CP002663.1,RM,RM,RM_Type_IV,RM IV
3349700,RM_Type_IV,defensefinder,3351965,GCA_000292915.1,CP003774.1,RM,RM,RM_Type_IV,RM IV
967881,RM_Type_IV,defensefinder,969035,GCA_000292915.1,CP003775.1,RM,RM,RM_Type_IV,RM IV
1909133,AbiEii,defensefinder,1911092,GCA_000292915.1,CP003774.1,AbiE,Abi,AbiEii,AbiEii
2920248,Lamassu-Fam,defensefinder,2923910,GCA_000292915.1,CP003775.1,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
1435669,Mokosh_TypeI,defensefinder,1445615,GCA_000212975.1,CP002695.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
54684,RM_Type_I,defensefinder,58779,GCA_000215325.1,CP002819.1,RM,RM,RM_Type_I,RM I
2923372,RM_Type_IV,defensefinder,2924073,GCA_000215325.1,CP002819.1,RM,RM,RM_Type_IV,RM IV
300528,AbiEii,defensefinder,302473,GCA_000215325.1,CP002820.1,AbiE,Abi,AbiEii,AbiEii
2931740,RosmerTA,defensefinder,2933607,GCA_000215325.1,CP002819.1,RosmerTA,TA,RosmerTA,RosmerTA
4251610,Lit,defensefinder,4252479,GCA_900090195.1,LT607803.1,Lit,Abi,Lit,Lit
6292883,Mokosh_TypeI,defensefinder,6303971,GCA_900090195.1,LT607803.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
3928720,Shango,defensefinder,3934247,GCA_000219915.3,CP003555.1,Shango,Unknown,Shango,Shango
59617,RM_Type_IV,defensefinder,60498,GCA_900249875.1,LT976976.1,RM,RM,RM_Type_IV,RM IV
19139,RM_Type_IIG,defensefinder,22411,GCA_900249875.1,LT976978.1,RM,RM,RM_Type_IIG,RM IIG
2907460,Mokosh_TypeI,defensefinder,2913943,GCA_900249875.1,LT976976.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
3156,Menshen,defensefinder,6381,GCA_900249875.1,LT976978.1,Menshen,Unknown,Menshen,Menshen
6980,RM_Type_I,defensefinder,8177,GCA_900250125.1,LT984806.1,RM,RM,RM_Type_I,RM I
40479,RM_Type_IV,defensefinder,41360,GCA_900250125.1,LT984806.1,RM,RM,RM_Type_IV,RM IV
5787,RM_Type_IIG,defensefinder,9059,GCA_900250125.1,LT984808.1,RM,RM,RM_Type_IIG,RM IIG
3403783,Lamassu-Fam,defensefinder,3407149,GCA_900250125.1,LT984806.1,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
3037953,Mokosh_TypeI,defensefinder,3040882,GCA_900250125.1,LT984806.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
577888,Menshen,defensefinder,581113,GCA_900250125.1,LT984808.1,Menshen,Unknown,Menshen,Menshen
7803,SoFic,defensefinder,9020,GCA_000219215.1,CP002880.1,SoFic,Unknown,SoFic,SoFic
332228,Lamassu-Fam,defensefinder,335591,GCA_000219215.1,CP002880.1,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
3519914,SoFic,defensefinder,3521017,GCA_900089495.1,LT605203.1,SoFic,Unknown,SoFic,SoFic
3071172,RM_Type_III,defensefinder,3078481,GCA_900089495.1,LT605203.1,RM,RM,RM_Type_III,RM III
118858,SoFic,defensefinder,124404,GCA_000743945.1,CP009238.1,SoFic,Unknown,SoFic,SoFic
1677915,RM_Type_II,defensefinder,1679349,GCA_001483945.1,CP013737.1,RM,RM,RM_Type_II,RM II
5105413,Septu,defensefinder,5107886,GCA_001483945.1,CP013737.1,Septu,Unknown,Septu,Septu
4431392,SoFic,defensefinder,4432522,GCA_002158865.1,CP021455.1,SoFic,Unknown,SoFic,SoFic
1310241,AbiEii,defensefinder,1312116,GCA_000236065.1,CP003089.1,AbiE,Abi,AbiEii,AbiEii
10563,RM_Type_IV,defensefinder,11426,GCA_001887535.1,CP016554.1,RM,RM,RM_Type_IV,RM IV
395472,Gabija,defensefinder,398622,GCA_001887535.1,CP016554.1,Gabija,Unknown,Gabija,Gabija
2007707,AbiEii,defensefinder,2009679,GCA_001887535.1,CP016555.1,AbiE,Abi,AbiEii,AbiEii
346093,AbiEii,defensefinder,348065,GCA_002155245.1,CP016613.1,AbiE,Abi,AbiEii,AbiEii
532781,Mokosh_TypeI,defensefinder,538857,GCA_002155245.1,CP016613.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
3266647,Dynamins,defensefinder,3270754,GCA_000967095.1,HE798385.1,Dynamins,Unknown,Dynamins,Dynamins
1109872,AbiH,defensefinder,1110774,GCA_000967095.1,HE798385.1,AbiH,Abi,AbiH,AbiH
3572017,SoFic,defensefinder,3573012,GCA_000765395.1,CP007495.1,SoFic,Unknown,SoFic,SoFic
657657,RM_Type_II,defensefinder,662201,GCA_009857095.1,CP047315.1,RM,RM,RM_Type_II,RM II
657657,Septu,defensefinder,662201,GCA_020541305.1,CP047315.1,Septu,Unknown,Septu,Septu
657657,Septu,defensefinder,662201,GCA_910593725.1,CP047315.1,Septu,Unknown,Septu,Septu
1742104,AbiEii,defensefinder,1744048,GCA_005937855.2,CP042177.1,AbiE,Abi,AbiEii,AbiEii
6135,RosmerTA,defensefinder,7934,GCA_005937855.2,CP042177.1,RosmerTA,TA,RosmerTA,RosmerTA
1248214,Lamassu-Fam,defensefinder,1253602,GCA_000317955.1,HE965807.1,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
841795,Mokosh_TypeI,defensefinder,847584,GCA_000317955.1,HE965807.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
2525652,Mokosh_TypeI,defensefinder,2535651,GCA_000317955.1,HE965807.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
4188781,RosmerTA,defensefinder,4190522,GCA_000317955.1,HE965807.1,RosmerTA,TA,RosmerTA,RosmerTA
1191196,AbiH,defensefinder,1192098,GCA_000508285.1,CP006958.1,AbiH,Abi,AbiH,AbiH
2231014,AbiEii,defensefinder,2232886,GCA_000300095.1,CP003863.1,AbiE,Abi,AbiEii,AbiEii
2461638,Gao_Ape,defensefinder,2463356,GCA_000300095.1,CP003863.1,ApeA,Unknown,Gao_Ape,ApeA
411465,AbiEii,defensefinder,413370,GCA_000300095.1,CP003865.1,AbiE,Abi,AbiEii,AbiEii
20469,Lamassu-Fam,defensefinder,24440,GCA_000300435.2,CP008956.1,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
5255688,Gabija,defensefinder,5258832,GCA_000300435.2,CP008956.1,Gabija,Unknown,Gabija,Gabija
5264581,Septu,defensefinder,5267039,GCA_000300435.2,CP008956.1,Septu,Unknown,Septu,Septu
2867103,RM_Type_IV,defensefinder,2868404,GCA_000969645.2,CP014222.1,RM,RM,RM_Type_IV,RM IV
3025180,RM_Type_IV,defensefinder,3028640,GCA_000969645.2,CP014222.1,RM,RM,RM_Type_IV,RM IV
2787815,AbiH,defensefinder,2788801,GCA_000969645.2,CP014222.1,AbiH,Abi,AbiH,AbiH
3455018,RM_Type_IIG,defensefinder,3456706,GCA_000567925.1,CP004097.1,RM,RM,RM_Type_IIG,RM IIG
3459222,RM_Type_IIG,defensefinder,3462509,GCA_000567925.1,CP004097.1,RM,RM,RM_Type_IIG,RM IIG
2063173,RM_Type_IV,defensefinder,2065545,GCA_000494855.1,CP003976.1,RM,RM,RM_Type_IV,RM IV
2065562,RM_Type_IV,defensefinder,2066974,GCA_000494855.1,CP003976.1,RM,RM,RM_Type_IV,RM IV
4997853,RM_Type_IIG,defensefinder,5001092,GCA_000463015.1,CP003911.1,RM,RM,RM_Type_IIG,RM IIG
3573439,SoFic,defensefinder,3574434,GCA_000612485.1,CP007494.1,SoFic,Unknown,SoFic,SoFic
3956250,SoFic,defensefinder,3957350,GCA_000521505.1,CP003915.1,SoFic,Unknown,SoFic,SoFic
3940818,RosmerTA,defensefinder,3942630,GCA_000521505.1,CP003915.1,RosmerTA,TA,RosmerTA,RosmerTA
3655810,RM_Type_IV,defensefinder,3658182,GCA_000511895.1,CP004001.1,RM,RM,RM_Type_IV,RM IV
216924,RM_Type_IV,defensefinder,218003,GCA_000511895.1,CP004001.1,RM,RM,RM_Type_IV,RM IV
3658199,RM_Type_IV,defensefinder,3659611,GCA_000511895.1,CP004001.1,RM,RM,RM_Type_IV,RM IV
1446317,Tiamat,defensefinder,1451113,GCA_000970955.1,CM003194.1,Tiamat,Unknown,Tiamat,Tiamat
3970739,RM_Type_IV,defensefinder,3972391,GCA_000521645.1,CP004042.1,RM,RM,RM_Type_IV,RM IV
3825491,RM_Type_IV,defensefinder,3827143,GCA_000520895.1,CP004023.1,RM,RM,RM_Type_IV,RM IV
987187,RM_Type_IV,defensefinder,989022,GCA_000959185.1,CP009474.1,RM,RM,RM_Type_IV,RM IV
1568227,RM_Type_IV,defensefinder,1569879,GCA_000511915.1,CP004003.1,RM,RM,RM_Type_IV,RM IV
2402730,RM_Type_IV,defensefinder,2404382,GCA_000764575.1,CP004377.1,RM,RM,RM_Type_IV,RM IV
2322198,PsyrTA,defensefinder,2428067,GCA_000959345.1,CP009550.1,PsyrTA,TA,PsyrTA,PsyrTA
843105,RM_Type_IIG,defensefinder,844754,GCA_000959425.1,CP009601.1,RM,RM,RM_Type_IIG,RM IIG
837263,RM_Type_IIG,defensefinder,840550,GCA_000959425.1,CP009601.1,RM,RM,RM_Type_IIG,RM IIG
70587,RM_Type_IV,defensefinder,71432,GCA_000385525.1,CP004095.1,RM,RM,RM_Type_IV,RM IV
41439,RM_Type_IV,defensefinder,42764,GCA_000385525.1,CP004095.1,RM,RM,RM_Type_IV,RM IV
42781,RM_Type_IV,defensefinder,45171,GCA_000385525.1,CP004095.1,RM,RM,RM_Type_IV,RM IV
1762412,RM_Type_IV,defensefinder,1763824,GCA_000959605.1,CP010017.1,RM,RM,RM_Type_IV,RM IV
1763841,RM_Type_IV,defensefinder,1766213,GCA_000959605.1,CP010017.1,RM,RM,RM_Type_IV,RM IV
936176,AbiEii,defensefinder,938186,GCA_000959605.1,CP010017.1,AbiE,Abi,AbiEii,AbiEii
1409827,SEFIR,defensefinder,1410765,GCA_000764595.1,CP004385.1,SEFIR,Unknown,SEFIR,SEFIR
1398526,RM_Type_IV,defensefinder,1399605,GCA_000764595.1,CP004385.1,RM,RM,RM_Type_IV,RM IV
289019,AbiEii,defensefinder,290472,GCA_000348545.1,CP004013.1,AbiE,Abi,AbiEii,AbiEii
3571892,SoFic,defensefinder,3573010,GCA_000341465.2,CP007159.1,SoFic,Unknown,SoFic,SoFic
471028,RM_Type_IIG,defensefinder,473919,GCA_021249385.1,CP089742.1,RM,RM,RM_Type_IIG,RM IIG
1919099,Lamassu-Fam,defensefinder,1922559,GCA_021249385.1,CP089742.1,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
3002745,RM_Type_IIG,defensefinder,3007358,GCA_001281465.1,CP010516.1,RM,RM,RM_Type_IIG,RM IIG
1561645,AbiEii,defensefinder,1563302,GCA_001281465.1,CP010517.1,AbiE,Abi,AbiEii,AbiEii
3559709,SoFic,defensefinder,3560827,GCA_000341485.2,CP007158.1,SoFic,Unknown,SoFic,SoFic
1145196,RM_Type_IIG,defensefinder,1150313,GCA_000755925.1,CP008911.1,RM,RM,RM_Type_IIG,RM IIG
341210,AbiEii,defensefinder,343182,GCA_003595305.1,CP021763.1,AbiE,Abi,AbiEii,AbiEii
3258031,Retron_I_B,defensefinder,3260965,GCA_018243235.1,CP046674.1,Retron,Retron,Retron_I_B,Retron I-B
3258031,Retron_I_B,defensefinder,3260965,GCA_018243235.1,CP046674.1,Retron,Retron,Retron_I_B,Retron I-B
46996,RM_Type_IV,defensefinder,47859,GCA_018243235.1,CP046674.1,RM,RM,RM_Type_IV,RM IV
1547271,Mokosh_TypeI,defensefinder,1553350,GCA_018243235.1,CP046675.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
632122,RM_Type_IV,defensefinder,632976,GCA_016743075.1,CP068285.1,RM,RM,RM_Type_IV,RM IV
2133519,Gabija,defensefinder,2136642,GCA_000522545.2,CP012747.1,Gabija,Unknown,Gabija,Gabija
6913,RM_Type_IV,defensefinder,7674,GCA_015277795.1,CP063848.1,RM,RM,RM_Type_IV,RM IV
528405,AbiEii,defensefinder,530259,GCA_015277795.1,CP063848.1,AbiE,Abi,AbiEii,AbiEii
3508771,Borvo,defensefinder,3514275,GCA_000723165.1,HG322949.1,Borvo,Unknown,Borvo,Borvo
2638715,RM_Type_IV,defensefinder,2641434,GCA_000723165.1,HG322949.1,RM,RM,RM_Type_IV,RM IV
5523873,Lamassu-Fam,defensefinder,5527809,GCA_000723165.1,HG322949.1,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
2107951,RM_Type_IV,defensefinder,2109258,GCA_013116765.2,CP074375.1,RM,RM,RM_Type_IV,RM IV
2109268,RM_Type_IV,defensefinder,2111283,GCA_013116765.2,CP074375.1,RM,RM,RM_Type_IV,RM IV
2117126,Lamassu-Fam,defensefinder,2123545,GCA_013116765.2,CP074375.1,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
3215892,Mokosh_TypeI,defensefinder,3222313,GCA_013116765.2,CP074375.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
4645473,Azaca,defensefinder,4651660,GCA_016127315.1,CP065997.1,Azaca,Unknown,Azaca,Azaca
3709084,RM_Type_IV,defensefinder,3712917,GCA_021432025.1,CP090381.1,RM,RM,RM_Type_IV,RM IV
3718259,Lamassu-Fam,defensefinder,3724678,GCA_021432025.1,CP090381.1,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
4816208,Mokosh_TypeI,defensefinder,4822629,GCA_021432025.1,CP090381.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
5558299,RosmerTA,defensefinder,5560181,GCA_021432025.1,CP090381.1,RosmerTA,TA,RosmerTA,RosmerTA
2432499,Mokosh_TypeII,defensefinder,2436083,GCA_001523745.2,CP013387.1,Mokosh,Unknown,Mokosh_TypeII,Mokosh II
1926738,AbiEii,defensefinder,1928682,GCA_000497165.1,CM002277.1,AbiE,Abi,AbiEii,AbiEii
526046,RM_Type_IV,defensefinder,529410,GCA_001854285.1,CP017751.1,RM,RM,RM_Type_IV,RM IV
1234687,Septu,defensefinder,1237868,GCA_019968625.1,CP082965.1,Septu,Unknown,Septu,Septu
452439,RM_Type_IV,defensefinder,455183,GCA_000701165.2,CP013730.1,RM,RM,RM_Type_IV,RM IV
984740,RM_Type_IV,defensefinder,988092,GCA_000701165.2,CP013732.1,RM,RM,RM_Type_IV,RM IV
1251817,Mokosh_TypeI,defensefinder,1261763,GCA_000812165.1,CP010323.1,Mokosh,Unknown,Mokosh_TypeI,Mokosh I
4272260,PsyrTA,defensefinder,4289596,GCA_002119725.1,CP021109.1,PsyrTA,TA,PsyrTA,PsyrTA
4175471,PsyrTA,defensefinder,4192820,GCA_002119745.1,CP021110.1,PsyrTA,TA,PsyrTA,PsyrTA
4472919,RM_Type_II,defensefinder,4476771,GCA_002119685.1,CP021108.1,RM,RM,RM_Type_II,RM II
234456,dCTPdeaminase,defensefinder,236156,GCA_002119685.1,CP021108.1,dCTPdeaminase,Nucleotide_depletion,dCTPdeaminase,dCTPdeaminase
152267,Azaca,defensefinder,158561,GCA_000590495.2,CP006900.2,Azaca,Unknown,Azaca,Azaca
323362,AbiEii,defensefinder,325304,GCA_001634365.1,CP014579.1,AbiE,Abi,AbiEii,AbiEii
3393934,Lamassu-Fam,defensefinder,3397734,GCA_001634365.1,CP014579.1,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
3411698,Gabija,defensefinder,3414947,GCA_001634365.1,CP014579.1,Gabija,Unknown,Gabija,Gabija
3219755,RM_Type_III,defensefinder,3224129,GCA_001879565.1,CP009764.1,RM,RM,RM_Type_III,RM III
274182,AbiEii,defensefinder,276154,GCA_001879565.1,CP009763.1,AbiE,Abi,AbiEii,AbiEii
2561292,Lamassu-Fam,defensefinder,2564958,GCA_001879565.1,CP009764.1,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
163680,RM_Type_IV,defensefinder,165515,GCA_000770495.1,CP009161.1,RM,RM,RM_Type_IV,RM IV
4054451,dCTPdeaminase,defensefinder,4056004,GCA_000770495.1,CP009161.1,dCTPdeaminase,Nucleotide_depletion,dCTPdeaminase,dCTPdeaminase
1396101,PsyrTA,defensefinder,2081841,GCA_000770495.1,CP009160.1,PsyrTA,TA,PsyrTA,PsyrTA
2582884,dCTPdeaminase,defensefinder,2584527,GCA_000770475.1,CP009153.1,dCTPdeaminase,Nucleotide_depletion,dCTPdeaminase,dCTPdeaminase
3310906,RM_Type_IV,defensefinder,3312558,GCA_000770435.1,CP009271.1,RM,RM,RM_Type_IV,RM IV
1897356,RM_Type_IIG,defensefinder,1900304,GCA_000770435.1,CP009272.1,RM,RM,RM_Type_IIG,RM IIG
2011960,RM_Type_II,defensefinder,2015522,GCA_000612685.1,HG916765.1,RM,RM,RM_Type_II,RM II
762941,Abi2,defensefinder,763666,GCA_000612685.1,HG916765.1,Abi2,Abi,Abi2,Abi2
472566,RM_Type_IV,defensefinder,474401,GCA_000770455.1,CP009151.1,RM,RM,RM_Type_IV,RM IV
938410,RM_Type_IIG,defensefinder,941481,GCA_000770455.1,CP009151.1,RM,RM,RM_Type_IIG,RM IIG
416169,RM_Type_IV,defensefinder,418004,GCA_000770535.1,CP009165.1,RM,RM,RM_Type_IV,RM IV
882123,RM_Type_IIG,defensefinder,885194,GCA_000770535.1,CP009165.1,RM,RM,RM_Type_IIG,RM IIG
1174900,RM_Type_IIG,defensefinder,1178601,GCA_000828895.1,AP014568.1,RM,RM,RM_Type_IIG,RM IIG
1377176,RM_Type_IV,defensefinder,1380896,GCA_000828895.1,AP014568.1,RM,RM,RM_Type_IV,RM IV
1551608,RM_Type_IV,defensefinder,1554972,GCA_000828895.1,AP014568.1,RM,RM,RM_Type_IV,RM IV
670549,SoFic,defensefinder,671682,GCA_000828915.1,AP014569.1,SoFic,Unknown,SoFic,SoFic
245001,RM_Type_IIG,defensefinder,249689,GCA_000828915.1,AP014569.1,RM,RM,RM_Type_IIG,RM IIG
680909,RM_Type_III,defensefinder,685962,GCA_000828915.1,AP014569.1,RM,RM,RM_Type_III,RM III
707554,RM_Type_IV,defensefinder,713241,GCA_000828915.1,AP014569.1,RM,RM,RM_Type_IV,RM IV
704210,RosmerTA,defensefinder,706071,GCA_000828915.1,AP014569.1,RosmerTA,TA,RosmerTA,RosmerTA
635055,RM_Type_IIG,defensefinder,640022,GCA_000959325.1,CP009549.1,RM,RM,RM_Type_IIG,RM IIG
2067343,SoFic,defensefinder,2068428,GCA_000828975.1,AP014683.1,SoFic,Unknown,SoFic,SoFic
1928367,RM_Type_IIG,defensefinder,1931108,GCA_000828975.1,AP014683.1,RM,RM,RM_Type_IIG,RM IIG
5883628,RM_Type_IV,defensefinder,5885883,GCA_018223725.1,CP073677.1,RM,RM,RM_Type_IV,RM IV
12748,RM_Type_IV,defensefinder,14067,GCA_018223725.1,CP073677.1,RM,RM,RM_Type_IV,RM IV
12751,RM_Type_IV,defensefinder,9884,GCA_018223725.1,CP073677.1,RM,RM,RM_Type_IV,RM IV
1083631,SoFic,defensefinder,1084776,GCA_001955715.1,CP019239.1,SoFic,Unknown,SoFic,SoFic
350156,RM_Type_II,defensefinder,356131,GCA_001955715.1,CP019239.1,RM,RM,RM_Type_II,RM II
4160106,RM_Type_II,defensefinder,4163628,GCA_001955715.1,CP019239.1,RM,RM,RM_Type_II,RM II
51274,RM_Type_IV,defensefinder,54018,GCA_001718955.1,CP013459.1,RM,RM,RM_Type_IV,RM IV
1780150,AbiEii,defensefinder,1782091,GCA_001718335.1,CP013366.1,AbiE,Abi,AbiEii,AbiEii
2701548,RM_Type_IIG,defensefinder,2706668,GCA_002220305.1,CP016435.1,RM,RM,RM_Type_IIG,RM IIG
503649,AbiEii,defensefinder,505602,GCA_002220305.1,CP016434.1,AbiE,Abi,AbiEii,AbiEii
2725198,Mokosh_TypeII,defensefinder,2728467,GCA_002220305.1,CP016435.1,Mokosh,Unknown,Mokosh_TypeII,Mokosh II
7150,SoFic,defensefinder,8301,GCA_001758625.2,CP062062.1,SoFic,Unknown,SoFic,SoFic
219,Tiamat,defensefinder,3338,GCA_001758625.2,CP062064.1,Tiamat,Unknown,Tiamat,Tiamat
1966740,SoFic,defensefinder,1967969,GCA_002214645.1,CP016278.1,SoFic,Unknown,SoFic,SoFic
2568272,Olokun,defensefinder,2571978,GCA_002214645.1,CP016278.1,Olokun,Unknown,Olokun,Olokun
976050,SoFic,defensefinder,977219,GCA_003966915.1,AP018150.1,SoFic,Unknown,SoFic,SoFic
976050,SoFic,defensefinder,977219,GCA_001460935.1,AP018150.1,SoFic,Unknown,SoFic,SoFic
878599,SoFic,defensefinder,879657,GCA_014109725.1,CP058554.1,SoFic,Unknown,SoFic,SoFic
1075924,RM_Type_II,defensefinder,1077467,GCA_003293715.1,CP030092.1,RM,RM,RM_Type_II,RM II
3336449,RM_Type_IV,defensefinder,3339774,GCA_003293715.1,CP030092.1,RM,RM,RM_Type_IV,RM IV
5568360,RM_Type_IV,defensefinder,5569655,GCA_003293715.1,CP030092.1,RM,RM,RM_Type_IV,RM IV
5685074,Menshen,defensefinder,5687409,GCA_003293715.1,CP030092.1,Menshen,Unknown,Menshen,Menshen
2342423,RM_Type_IV,defensefinder,2344690,GCA_001546925.1,LNJS01000001.1,RM,RM,RM_Type_IV,RM IV
2352081,Lamassu-Fam,defensefinder,2355023,GCA_001546925.1,LNJS01000001.1,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
5641,RM_Type_IV,defensefinder,6516,GCA_001532025.2,CP013457.1,RM,RM,RM_Type_IV,RM IV
3326411,RM_Type_IV,defensefinder,3327394,GCA_001524625.2,CP013424.1,RM,RM,RM_Type_IV,RM IV
3320002,Gabija,defensefinder,3324480,GCA_001524625.2,CP013424.1,Gabija,Unknown,Gabija,Gabija
284890,RosmerTA,defensefinder,286742,GCA_001524625.2,CP013424.1,RosmerTA,TA,RosmerTA,RosmerTA
2647487,RM_Type_IV,defensefinder,2648002,GCA_001523915.2,CP013384.1,RM,RM,RM_Type_IV,RM IV
1789722,AbiEii,defensefinder,1791663,GCA_001523915.2,CP013384.1,AbiE,Abi,AbiEii,AbiEii
1812134,AbiEii,defensefinder,1814075,GCA_001524645.2,CP013427.1,AbiE,Abi,AbiEii,AbiEii
457738,Azaca,defensefinder,464125,GCA_001524645.2,CP013429.1,Azaca,Unknown,Azaca,Azaca
6444065,RM_Type_IV,defensefinder,6445366,GCA_001865675.1,CP011319.1,RM,RM,RM_Type_IV,RM IV
4327278,Lit,defensefinder,4328279,GCA_001865675.1,CP011319.1,Lit,Abi,Lit,Lit
4240602,Lamassu-Fam,defensefinder,4243563,GCA_001653795.1,CP011514.1,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
5066309,dCTPdeaminase,defensefinder,5067910,GCA_001653795.1,CP011514.1,dCTPdeaminase,Nucleotide_depletion,dCTPdeaminase,dCTPdeaminase
5518856,Dsr_I,defensefinder,5522638,GCA_001653795.1,CP011514.1,dsr,Abi,Dsr_I,dsr I
1995207,SoFic,defensefinder,1996334,GCA_001262075.1,CP012073.1,SoFic,Unknown,SoFic,SoFic
168905,RM_Type_IV,defensefinder,172255,GCA_001262075.1,CP012073.1,RM,RM,RM_Type_IV,RM IV
2446254,AbiH,defensefinder,2447528,GCA_001262075.1,CP012073.1,AbiH,Abi,AbiH,AbiH
638075,RM_Type_IV,defensefinder,639373,GCA_001191005.1,CP012201.1,RM,RM,RM_Type_IV,RM IV
5695924,Mokosh_TypeII,defensefinder,5699061,GCA_001191005.1,CP012201.1,Mokosh,Unknown,Mokosh_TypeII,Mokosh II
259693,SoFic,defensefinder,260838,GCA_001412535.1,CP011774.1,SoFic,Unknown,SoFic,SoFic
824634,RM_Type_IV,defensefinder,825521,GCA_001412535.1,CP011774.1,RM,RM,RM_Type_IV,RM IV
945216,RM_Type_III,defensefinder,950145,GCA_001412575.1,CP011834.1,RM,RM,RM_Type_III,RM III
1845930,AbiEii,defensefinder,1847874,GCA_003366075.1,CP028963.1,AbiE,Abi,AbiEii,AbiEii
1190307,PARIS_II_merge,defensefinder,1191956,GCA_003366075.1,CP028963.1,PARIS,Abi,PARIS_II_merge,PARIS II
508663,RM_Type_IIG,defensefinder,513630,GCA_001513745.1,CP013380.1,RM,RM,RM_Type_IIG,RM IIG
601372,RM_Type_II,defensefinder,606559,GCA_001513745.1,CP013380.1,RM,RM,RM_Type_II,RM II
1235047,RM_Type_I,defensefinder,1240887,GCA_001513745.1,CP013380.1,RM,RM,RM_Type_I,RM I
3116486,PARIS_I_merge,defensefinder,3117457,GCA_001513745.1,CP013380.1,PARIS,Abi,PARIS_I_merge,PARIS I
739797,RM_Type_IIG,defensefinder,744764,GCA_001718875.1,CP013448.1,RM,RM,RM_Type_IIG,RM IIG
1136091,Dsr_I,defensefinder,1136585,GCA_001659725.1,CP015922.1,dsr,Abi,Dsr_I,dsr I
3136220,Lamassu-Fam,defensefinder,3139922,GCA_001433395.1,CP013111.1,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
242501,Lit,defensefinder,243370,GCA_002902905.1,CP026124.1,Lit,Abi,Lit,Lit
2616244,Mokosh_TypeII,defensefinder,2619744,GCA_002902905.1,CP026124.1,Mokosh,Unknown,Mokosh_TypeII,Mokosh II
2186255,RM_Type_IIG,defensefinder,2190667,GCA_003368325.1,CP031467.1,RM,RM,RM_Type_IIG,RM IIG
2184927,SoFic,defensefinder,2186045,GCA_001761385.1,CP017476.1,SoFic,Unknown,SoFic,SoFic
2196376,Tiamat,defensefinder,2201175,GCA_001761385.1,CP017476.1,Tiamat,Unknown,Tiamat,Tiamat
4003727,RM_Type_III,defensefinder,4008427,GCA_001761385.1,CP017476.1,RM,RM,RM_Type_III,RM III
10290,Nhi,defensefinder,12275,GCA_001761385.1,CP017476.1,AbiO/Nhi,RM,Nhi,AbiO/Nhi
2945105,SoFic,defensefinder,2946181,GCA_001477625.1,CP013692.1,SoFic,Unknown,SoFic,SoFic
1659235,SEFIR,defensefinder,1660674,GCA_001557535.2,CP014306.1,SEFIR,Unknown,SEFIR,SEFIR
41911,SEFIR,defensefinder,43365,GCA_001557535.2,CP014311.1,SEFIR,Unknown,SEFIR,SEFIR
1601446,Lamassu-Fam,defensefinder,1604736,GCA_001557535.2,CP014306.1,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
10522,RosmerTA,defensefinder,12292,GCA_001557535.2,CP014312.1,RosmerTA,TA,RosmerTA,RosmerTA
2765302,SoFic,defensefinder,2766447,GCA_001577265.1,CP014517.1,SoFic,Unknown,SoFic,SoFic
2093054,RM_Type_IIG,defensefinder,2094853,GCA_001577465.1,CP014505.1,RM,RM,RM_Type_IIG,RM IIG
2911044,AbiEii,defensefinder,2912962,GCA_001577465.1,CP014505.1,AbiE,Abi,AbiEii,AbiEii
342076,RM_Type_IV,defensefinder,342966,GCA_001598055.1,CP014844.1,RM,RM,RM_Type_IV,RM IV
1753062,Lamassu-Fam,defensefinder,1756776,GCA_001598055.1,CP014844.1,Lamassu,Unknown,Lamassu-Fam,Lamassu-Fam
1931403,Shedu,defensefinder,1933157,GCA_001598055.1,CP014844.1,Shedu,Unknown,Shedu,Shedu
2898549,Shedu,defensefinder,2900303,GCA_001598055.1,CP014844.1,Shedu,Unknown,Shedu,Shedu
